model,weights,kv,batch,length,bytes_per_step,bandwidth_gbs,step_ms,stream_tokens_per_s,total_tokens_per_s
SmolLM2-135M,bf16,int4,1,2048,281563776,256,1.100,909.2,909.2
SmolLM2-135M,bf16,int4,1,2048,281563776,512,0.550,1818.4,1818.4
SmolLM2-135M,bf16,int4,1,4096,294097536,4,73.524,13.6,13.6
SmolLM2-135M,bf16,int4,1,4096,294097536,8,36.762,27.2,27.2
SmolLM2-135M,bf16,int4,1,4096,294097536,16,18.381,54.4,54.4
SmolLM2-135M,bf16,int4,1,4096,294097536,32,9.191,108.8,108.8
SmolLM2-135M,bf16,int4,1,4096,294097536,64,4.595,217.6,217.6
SmolLM2-135M,bf16,int4,1,4096,294097536,128,2.298,435.2,435.2
SmolLM2-135M,bf16,int4,1,4096,294097536,256,1.149,870.5,870.5
SmolLM2-135M,bf16,int4,1,4096,294097536,512,0.574,1740.9,1740.9
SmolLM2-135M,bf16,int4,1,8192,319165056,4,79.791,12.5,12.5
SmolLM2-135M,bf16,int4,1,8192,319165056,8,39.896,25.1,25.1
SmolLM2-135M,bf16,int4,1,8192,319165056,16,19.948,50.1,50.1
SmolLM2-135M,bf16,int4,1,8192,319165056,32,9.974,100.3,100.3
SmolLM2-135M,bf16,int4,1,8192,319165056,64,4.987,200.5,200.5
SmolLM2-135M,bf16,int4,1,8192,319165056,128,2.493,401.0,401.0
SmolLM2-135M,bf16,int4,1,8192,319165056,256,1.247,802.1,802.1
SmolLM2-135M,bf16,int4,1,8192,319165056,512,0.623,1604.2,1604.2
SmolLM2-135M,bf16,int4,4,128,272163456,4,68.041,14.7,58.8
SmolLM2-135M,bf16,int4,4,128,272163456,8,34.020,29.4,117.6
SmolLM2-135M,bf16,int4,4,128,272163456,16,17.010,58.8,235.2
SmolLM2-135M,bf16,int4,4,128,272163456,32,8.505,117.6,470.3
SmolLM2-135M,bf16,int4,4,128,272163456,64,4.253,235.2,940.6
SmolLM2-135M,bf16,int4,4,128,272163456,128,2.126,470.3,1881.2
SmolLM2-135M,bf16,int4,4,128,272163456,256,1.063,940.6,3762.4
SmolLM2-135M,bf16,int4,4,128,272163456,512,0.532,1881.2,7524.9
SmolLM2-135M,bf16,int4,4,256,275296896,4,68.824,14.5,58.1
SmolLM2-135M,bf16,int4,4,256,275296896,8,34.412,29.1,116.2
SmolLM2-135M,bf16,int4,4,256,275296896,16,17.206,58.1,232.5
SmolLM2-135M,bf16,int4,4,256,275296896,32,8.603,116.2,465.0
SmolLM2-135M,bf16,int4,4,256,275296896,64,4.302,232.5,929.9
SmolLM2-135M,bf16,int4,4,256,275296896,128,2.151,465.0,1859.8
SmolLM2-135M,bf16,int4,4,256,275296896,256,1.075,929.9,3719.6
SmolLM2-135M,bf16,int4,4,256,275296896,512,0.538,1859.8,7439.2
SmolLM2-135M,bf16,int4,4,512,281563776,4,70.391,14.2,56.8
SmolLM2-135M,bf16,int4,4,512,281563776,8,35.195,28.4,113.7
SmolLM2-135M,bf16,int4,4,512,281563776,16,17.598,56.8,227.3
SmolLM2-135M,bf16,int4,4,512,281563776,32,8.799,113.7,454.6
SmolLM2-135M,bf16,int4,4,512,281563776,64,4.399,227.3,909.2
SmolLM2-135M,bf16,int4,4,512,281563776,128,2.200,454.6,1818.4
SmolLM2-135M,bf16,int4,4,512,281563776,256,1.100,909.2,3636.8
SmolLM2-135M,bf16,int4,4,512,281563776,512,0.550,1818.4,7273.7
SmolLM2-135M,bf16,int4,4,1024,294097536,4,73.524,13.6,54.4
SmolLM2-135M,bf16,int4,4,1024,294097536,8,36.762,27.2,108.8
SmolLM2-135M,bf16,int4,4,1024,294097536,16,18.381,54.4,217.6
SmolLM2-135M,bf16,int4,4,1024,294097536,32,9.191,108.8,435.2
SmolLM2-135M,bf16,int4,4,1024,294097536,64,4.595,217.6,870.5
SmolLM2-135M,bf16,int4,4,1024,294097536,128,2.298,435.2,1740.9
SmolLM2-135M,bf16,int4,4,1024,294097536,256,1.149,870.5,3481.8
SmolLM2-135M,bf16,int4,4,1024,294097536,512,0.574,1740.9,6963.7
SmolLM2-135M,bf16,int4,4,2048,319165056,4,79.791,12.5,50.1
SmolLM2-135M,bf16,int4,4,2048,319165056,8,39.896,25.1,100.3
SmolLM2-135M,bf16,int4,4,2048,319165056,16,19.948,50.1,200.5
SmolLM2-135M,bf16,int4,4,2048,319165056,32,9.974,100.3,401.0
SmolLM2-135M,bf16,int4,4,2048,319165056,64,4.987,200.5,802.1
SmolLM2-135M,bf16,int4,4,2048,319165056,128,2.493,401.0,1604.2
SmolLM2-135M,bf16,int4,4,2048,319165056,256,1.247,802.1,3208.4
SmolLM2-135M,bf16,int4,4,2048,319165056,512,0.623,1604.2,6416.7
SmolLM2-135M,bf16,int4,4,4096,369300096,4,92.325,10.8,43.3
SmolLM2-135M,bf16,int4,4,4096,369300096,8,46.163,21.7,86.7
SmolLM2-135M,bf16,int4,4,4096,369300096,16,23.081,43.3,173.3
SmolLM2-135M,bf16,int4,4,4096,369300096,32,11.541,86.7,346.6
SmolLM2-135M,bf16,int4,4,4096,369300096,64,5.770,173.3,693.2
SmolLM2-135M,bf16,int4,4,4096,369300096,128,2.885,346.6,1386.4
SmolLM2-135M,bf16,int4,4,4096,369300096,256,1.443,693.2,2772.8
SmolLM2-135M,bf16,int4,4,4096,369300096,512,0.721,1386.4,5545.6
SmolLM2-135M,bf16,int4,4,8192,469570176,4,117.393,8.5,34.1
SmolLM2-135M,bf16,int4,4,8192,469570176,8,58.696,17.0,68.1
SmolLM2-135M,bf16,int4,4,8192,469570176,16,29.348,34.1,136.3
SmolLM2-135M,bf16,int4,4,8192,469570176,32,14.674,68.1,272.6
SmolLM2-135M,bf16,int4,4,8192,469570176,64,7.337,136.3,545.2
SmolLM2-135M,bf16,int4,4,8192,469570176,128,3.669,272.6,1090.4
SmolLM2-135M,bf16,int4,4,8192,469570176,256,1.834,545.2,2180.7
SmolLM2-135M,bf16,int4,4,8192,469570176,512,0.917,1090.4,4361.4
SmolLM2-135M,bf16,int4,16,128,281563776,4,70.391,14.2,227.3
SmolLM2-135M,bf16,int4,16,128,281563776,8,35.195,28.4,454.6
SmolLM2-135M,bf16,int4,16,128,281563776,16,17.598,56.8,909.2
SmolLM2-135M,bf16,int4,16,128,281563776,32,8.799,113.7,1818.4
SmolLM2-135M,bf16,int4,16,128,281563776,64,4.399,227.3,3636.8
SmolLM2-135M,bf16,int4,16,128,281563776,128,2.200,454.6,7273.7
SmolLM2-135M,bf16,int4,16,128,281563776,256,1.100,909.2,14547.3
SmolLM2-135M,bf16,int4,16,128,281563776,512,0.550,1818.4,29094.7
SmolLM2-135M,bf16,int4,16,256,294097536,4,73.524,13.6,217.6
SmolLM2-135M,bf16,int4,16,256,294097536,8,36.762,27.2,435.2
SmolLM2-135M,bf16,int4,16,256,294097536,16,18.381,54.4,870.5
SmolLM2-135M,bf16,int4,16,256,294097536,32,9.191,108.8,1740.9
SmolLM2-135M,bf16,int4,16,256,294097536,64,4.595,217.6,3481.8
SmolLM2-135M,bf16,int4,16,256,294097536,128,2.298,435.2,6963.7
SmolLM2-135M,bf16,int4,16,256,294097536,256,1.149,870.5,13927.4
SmolLM2-135M,bf16,int4,16,256,294097536,512,0.574,1740.9,27854.7
SmolLM2-135M,bf16,int4,16,512,319165056,4,79.791,12.5,200.5
SmolLM2-135M,bf16,int4,16,512,319165056,8,39.896,25.1,401.0
SmolLM2-135M,bf16,int4,16,512,319165056,16,19.948,50.1,802.1
SmolLM2-135M,bf16,int4,16,512,319165056,32,9.974,100.3,1604.2
SmolLM2-135M,bf16,int4,16,512,319165056,64,4.987,200.5,3208.4
SmolLM2-135M,bf16,int4,16,512,319165056,128,2.493,401.0,6416.7
SmolLM2-135M,bf16,int4,16,512,319165056,256,1.247,802.1,12833.5
SmolLM2-135M,bf16,int4,16,512,319165056,512,0.623,1604.2,25667.0
SmolLM2-135M,bf16,int4,16,1024,369300096,4,92.325,10.8,173.3
SmolLM2-135M,bf16,int4,16,1024,369300096,8,46.163,21.7,346.6
SmolLM2-135M,bf16,int4,16,1024,369300096,16,23.081,43.3,693.2
SmolLM2-135M,bf16,int4,16,1024,369300096,32,11.541,86.7,1386.4
SmolLM2-135M,bf16,int4,16,1024,369300096,64,5.770,173.3,2772.8
SmolLM2-135M,bf16,int4,16,1024,369300096,128,2.885,346.6,5545.6
SmolLM2-135M,bf16,int4,16,1024,369300096,256,1.443,693.2,11091.3
SmolLM2-135M,bf16,int4,16,1024,369300096,512,0.721,1386.4,22182.5
SmolLM2-135M,bf16,int4,16,2048,469570176,4,117.393,8.5,136.3
SmolLM2-135M,bf16,int4,16,2048,469570176,8,58.696,17.0,272.6
SmolLM2-135M,bf16,int4,16,2048,469570176,16,29.348,34.1,545.2
SmolLM2-135M,bf16,int4,16,2048,469570176,32,14.674,68.1,1090.4
SmolLM2-135M,bf16,int4,16,2048,469570176,64,7.337,136.3,2180.7
SmolLM2-135M,bf16,int4,16,2048,469570176,128,3.669,272.6,4361.4
SmolLM2-135M,bf16,int4,16,2048,469570176,256,1.834,545.2,8722.9
SmolLM2-135M,bf16,int4,16,2048,469570176,512,0.917,1090.4,17445.7
SmolLM2-135M,bf16,int4,16,4096,670110336,4,167.528,6.0,95.5
SmolLM2-135M,bf16,int4,16,4096,670110336,8,83.764,11.9,191.0
SmolLM2-135M,bf16,int4,16,4096,670110336,16,41.882,23.9,382.0
SmolLM2-135M,bf16,int4,16,4096,670110336,32,20.941,47.8,764.1
SmolLM2-135M,bf16,int4,16,4096,670110336,64,10.470,95.5,1528.1
SmolLM2-135M,bf16,int4,16,4096,670110336,128,5.235,191.0,3056.2
SmolLM2-135M,bf16,int4,16,4096,670110336,256,2.618,382.0,6112.4
SmolLM2-135M,bf16,int4,16,4096,670110336,512,1.309,764.1,12224.9
SmolLM2-135M,bf16,int4,16,8192,1071190656,4,267.798,3.7,59.7
SmolLM2-135M,bf16,int4,16,8192,1071190656,8,133.899,7.5,119.5
SmolLM2-135M,bf16,int4,16,8192,1071190656,16,66.949,14.9,239.0
SmolLM2-135M,bf16,int4,16,8192,1071190656,32,33.475,29.9,478.0
SmolLM2-135M,bf16,int4,16,8192,1071190656,64,16.737,59.7,955.9
SmolLM2-135M,bf16,int4,16,8192,1071190656,128,8.369,119.5,1911.9
SmolLM2-135M,bf16,int4,16,8192,1071190656,256,4.184,239.0,3823.8
SmolLM2-135M,bf16,int4,16,8192,1071190656,512,2.092,478.0,7647.6
SmolLM2-135M,bf16,int4,64,128,319165056,4,79.791,12.5,802.1
SmolLM2-135M,bf16,int4,64,128,319165056,8,39.896,25.1,1604.2
SmolLM2-135M,bf16,int4,64,128,319165056,16,19.948,50.1,3208.4
SmolLM2-135M,bf16,int4,64,128,319165056,32,9.974,100.3,6416.7
SmolLM2-135M,bf16,int4,64,128,319165056,64,4.987,200.5,12833.5
SmolLM2-135M,bf16,int4,64,128,319165056,128,2.493,401.0,25667.0
SmolLM2-135M,bf16,int4,64,128,319165056,256,1.247,802.1,51333.9
SmolLM2-135M,bf16,int4,64,128,319165056,512,0.623,1604.2,102667.9
SmolLM2-135M,bf16,int4,64,256,369300096,4,92.325,10.8,693.2
SmolLM2-135M,bf16,int4,64,256,369300096,8,46.163,21.7,1386.4
SmolLM2-135M,bf16,int4,64,256,369300096,16,23.081,43.3,2772.8
SmolLM2-135M,bf16,int4,64,256,369300096,32,11.541,86.7,5545.6
SmolLM2-135M,bf16,int4,64,256,369300096,64,5.770,173.3,11091.3
SmolLM2-135M,bf16,int4,64,256,369300096,128,2.885,346.6,22182.5
SmolLM2-135M,bf16,int4,64,256,369300096,256,1.443,693.2,44365.0
SmolLM2-135M,bf16,int4,64,256,369300096,512,0.721,1386.4,88730.0
SmolLM2-135M,bf16,int4,64,512,469570176,4,117.393,8.5,545.2
SmolLM2-135M,bf16,int4,64,512,469570176,8,58.696,17.0,1090.4
SmolLM2-135M,bf16,int4,64,512,469570176,16,29.348,34.1,2180.7
SmolLM2-135M,bf16,int4,64,512,469570176,32,14.674,68.1,4361.4
SmolLM2-135M,bf16,int4,64,512,469570176,64,7.337,136.3,8722.9
SmolLM2-135M,bf16,int4,64,512,469570176,128,3.669,272.6,17445.7
SmolLM2-135M,bf16,int4,64,512,469570176,256,1.834,545.2,34891.5
SmolLM2-135M,bf16,int4,64,512,469570176,512,0.917,1090.4,69783.0
SmolLM2-135M,bf16,int4,64,1024,670110336,4,167.528,6.0,382.0
SmolLM2-135M,bf16,int4,64,1024,670110336,8,83.764,11.9,764.1
SmolLM2-135M,bf16,int4,64,1024,670110336,16,41.882,23.9,1528.1
SmolLM2-135M,bf16,int4,64,1024,670110336,32,20.941,47.8,3056.2
SmolLM2-135M,bf16,int4,64,1024,670110336,64,10.470,95.5,6112.4
SmolLM2-135M,bf16,int4,64,1024,670110336,128,5.235,191.0,12224.9
SmolLM2-135M,bf16,int4,64,1024,670110336,256,2.618,382.0,24449.7
SmolLM2-135M,bf16,int4,64,1024,670110336,512,1.309,764.1,48899.4
SmolLM2-135M,bf16,int4,64,2048,1071190656,4,267.798,3.7,239.0
SmolLM2-135M,bf16,int4,64,2048,1071190656,8,133.899,7.5,478.0
SmolLM2-135M,bf16,int4,64,2048,1071190656,16,66.949,14.9,955.9
SmolLM2-135M,bf16,int4,64,2048,1071190656,32,33.475,29.9,1911.9
SmolLM2-135M,bf16,int4,64,2048,1071190656,64,16.737,59.7,3823.8
SmolLM2-135M,bf16,int4,64,2048,1071190656,128,8.369,119.5,7647.6
SmolLM2-135M,bf16,int4,64,2048,1071190656,256,4.184,239.0,15295.1
SmolLM2-135M,bf16,int4,64,2048,1071190656,512,2.092,478.0,30590.3
SmolLM2-135M,bf16,int4,64,4096,1873351296,4,468.338,2.1,136.7
SmolLM2-135M,bf16,int4,64,4096,1873351296,8,234.169,4.3,273.3
SmolLM2-135M,bf16,int4,64,4096,1873351296,16,117.084,8.5,546.6
SmolLM2-135M,bf16,int4,64,4096,1873351296,32,58.542,17.1,1093.2
SmolLM2-135M,bf16,int4,64,4096,1873351296,64,29.271,34.2,2186.5
SmolLM2-135M,bf16,int4,64,4096,1873351296,128,14.636,68.3,4372.9
SmolLM2-135M,bf16,int4,64,4096,1873351296,256,7.318,136.7,8745.8
SmolLM2-135M,bf16,int4,64,4096,1873351296,512,3.659,273.3,17491.6
SmolLM2-135M,bf16,int4,64,8192,3477672576,4,869.418,1.2,73.6
SmolLM2-135M,bf16,int4,64,8192,3477672576,8,434.709,2.3,147.2
SmolLM2-135M,bf16,int4,64,8192,3477672576,16,217.355,4.6,294.4
SmolLM2-135M,bf16,int4,64,8192,3477672576,32,108.677,9.2,588.9
SmolLM2-135M,bf16,int4,64,8192,3477672576,64,54.339,18.4,1177.8
SmolLM2-135M,bf16,int4,64,8192,3477672576,128,27.169,36.8,2355.6
SmolLM2-135M,bf16,int4,64,8192,3477672576,256,13.585,73.6,4711.2
SmolLM2-135M,bf16,int4,64,8192,3477672576,512,6.792,147.2,9422.4
SmolLM2-135M,int8,bf16,1,128,166121856,4,41.530,24.1,24.1
SmolLM2-135M,int8,bf16,1,128,166121856,8,20.765,48.2,48.2
SmolLM2-135M,int8,bf16,1,128,166121856,16,10.383,96.3,96.3
SmolLM2-135M,int8,bf16,1,128,166121856,32,5.191,192.6,192.6
SmolLM2-135M,int8,bf16,1,128,166121856,64,2.596,385.3,385.3
SmolLM2-135M,int8,bf16,1,128,166121856,128,1.298,770.5,770.5
SmolLM2-135M,int8,bf16,1,128,166121856,256,0.649,1541.0,1541.0
SmolLM2-135M,int8,bf16,1,128,166121856,512,0.324,3082.1,3082.1
SmolLM2-135M,int8,bf16,1,256,169070976,4,42.268,23.7,23.7
SmolLM2-135M,int8,bf16,1,256,169070976,8,21.134,47.3,47.3
SmolLM2-135M,int8,bf16,1,256,169070976,16,10.567,94.6,94.6
SmolLM2-135M,int8,bf16,1,256,169070976,32,5.283,189.3,189.3
SmolLM2-135M,int8,bf16,1,256,169070976,64,2.642,378.5,378.5
SmolLM2-135M,int8,bf16,1,256,169070976,128,1.321,757.1,757.1
SmolLM2-135M,int8,bf16,1,256,169070976,256,0.660,1514.2,1514.2
SmolLM2-135M,int8,bf16,1,256,169070976,512,0.330,3028.3,3028.3
SmolLM2-135M,int8,bf16,1,512,174969216,4,43.742,22.9,22.9
SmolLM2-135M,int8,bf16,1,512,174969216,8,21.871,45.7,45.7
SmolLM2-135M,int8,bf16,1,512,174969216,16,10.936,91.4,91.4
SmolLM2-135M,int8,bf16,1,512,174969216,32,5.468,182.9,182.9
SmolLM2-135M,int8,bf16,1,512,174969216,64,2.734,365.8,365.8
SmolLM2-135M,int8,bf16,1,512,174969216,128,1.367,731.6,731.6
SmolLM2-135M,int8,bf16,1,512,174969216,256,0.683,1463.1,1463.1
SmolLM2-135M,int8,bf16,1,512,174969216,512,0.342,2926.2,2926.2
SmolLM2-135M,int8,bf16,1,1024,186765696,4,46.691,21.4,21.4
SmolLM2-135M,int8,bf16,1,1024,186765696,8,23.346,42.8,42.8
SmolLM2-135M,int8,bf16,1,1024,186765696,16,11.673,85.7,85.7
SmolLM2-135M,int8,bf16,1,1024,186765696,32,5.836,171.3,171.3
SmolLM2-135M,int8,bf16,1,1024,186765696,64,2.918,342.7,342.7
SmolLM2-135M,int8,bf16,1,1024,186765696,128,1.459,685.4,685.4
SmolLM2-135M,int8,bf16,1,1024,186765696,256,0.730,1370.7,1370.7
SmolLM2-135M,int8,bf16,1,1024,186765696,512,0.365,2741.4,2741.4
SmolLM2-135M,int8,bf16,1,2048,210358656,4,52.590,19.0,19.0
SmolLM2-135M,int8,bf16,1,2048,210358656,8,26.295,38.0,38.0
SmolLM2-135M,int8,bf16,1,2048,210358656,16,13.147,76.1,76.1
SmolLM2-135M,int8,bf16,1,2048,210358656,32,6.574,152.1,152.1
SmolLM2-135M,int8,bf16,1,2048,210358656,64,3.287,304.2,304.2
SmolLM2-135M,int8,bf16,1,2048,210358656,128,1.643,608.5,608.5
SmolLM2-135M,int8,bf16,1,2048,210358656,256,0.822,1217.0,1217.0
SmolLM2-135M,int8,bf16,1,2048,210358656,512,0.411,2433.9,2433.9
SmolLM2-135M,int8,bf16,1,4096,257544576,4,64.386,15.5,15.5
SmolLM2-135M,int8,bf16,1,4096,257544576,8,32.193,31.1,31.1
SmolLM2-135M,int8,bf16,1,4096,257544576,16,16.097,62.1,62.1
SmolLM2-135M,int8,bf16,1,4096,257544576,32,8.048,124.3,124.3
SmolLM2-135M,int8,bf16,1,4096,257544576,64,4.024,248.5,248.5
SmolLM2-135M,int8,bf16,1,4096,257544576,128,2.012,497.0,497.0
SmolLM2-135M,int8,bf16,1,4096,257544576,256,1.006,994.0,994.0
SmolLM2-135M,int8,bf16,1,4096,257544576,512,0.503,1988.0,1988.0
SmolLM2-135M,int8,bf16,1,8192,351916416,4,87.979,11.4,11.4
SmolLM2-135M,int8,bf16,1,8192,351916416,8,43.990,22.7,22.7
SmolLM2-135M,int8,bf16,1,8192,351916416,16,21.995,45.5,45.5
SmolLM2-135M,int8,bf16,1,8192,351916416,32,10.997,90.9,90.9
SmolLM2-135M,int8,bf16,1,8192,351916416,64,5.499,181.9,181.9
SmolLM2-135M,int8,bf16,1,8192,351916416,128,2.749,363.7,363.7
SmolLM2-135M,int8,bf16,1,8192,351916416,256,1.375,727.4,727.4
SmolLM2-135M,int8,bf16,1,8192,351916416,512,0.687,1454.9,1454.9
SmolLM2-135M,int8,bf16,4,128,174969216,4,43.742,22.9,91.4
SmolLM2-135M,int8,bf16,4,128,174969216,8,21.871,45.7,182.9
SmolLM2-135M,int8,bf16,4,128,174969216,16,10.936,91.4,365.8
SmolLM2-135M,int8,bf16,4,128,174969216,32,5.468,182.9,731.6
SmolLM2-135M,int8,bf16,4,128,174969216,64,2.734,365.8,1463.1
SmolLM2-135M,int8,bf16,4,128,174969216,128,1.367,731.6,2926.2
SmolLM2-135M,int8,bf16,4,128,174969216,256,0.683,1463.1,5852.5
SmolLM2-135M,int8,bf16,4,128,174969216,512,0.342,2926.2,11704.9
SmolLM2-135M,int8,bf16,4,256,186765696,4,46.691,21.4,85.7
SmolLM2-135M,int8,bf16,4,256,186765696,8,23.346,42.8,171.3
SmolLM2-135M,int8,bf16,4,256,186765696,16,11.673,85.7,342.7
SmolLM2-135M,int8,bf16,4,256,186765696,32,5.836,171.3,685.4
SmolLM2-135M,int8,bf16,4,256,186765696,64,2.918,342.7,1370.7
SmolLM2-135M,int8,bf16,4,256,186765696,128,1.459,685.4,2741.4
SmolLM2-135M,int8,bf16,4,256,186765696,256,0.730,1370.7,5482.8
SmolLM2-135M,int8,bf16,4,256,186765696,512,0.365,2741.4,10965.6
SmolLM2-135M,int8,bf16,4,512,210358656,4,52.590,19.0,76.1
SmolLM2-135M,int8,bf16,4,512,210358656,8,26.295,38.0,152.1
SmolLM2-135M,int8,bf16,4,512,210358656,16,13.147,76.1,304.2
SmolLM2-135M,int8,bf16,4,512,210358656,32,6.574,152.1,608.5
SmolLM2-135M,int8,bf16,4,512,210358656,64,3.287,304.2,1217.0
SmolLM2-135M,int8,bf16,4,512,210358656,128,1.643,608.5,2433.9
SmolLM2-135M,int8,bf16,4,512,210358656,256,0.822,1217.0,4867.9
SmolLM2-135M,int8,bf16,4,512,210358656,512,0.411,2433.9,9735.8
SmolLM2-135M,int8,bf16,4,1024,257544576,4,64.386,15.5,62.1
SmolLM2-135M,int8,bf16,4,1024,257544576,8,32.193,31.1,124.3
SmolLM2-135M,int8,bf16,4,1024,257544576,16,16.097,62.1,248.5
SmolLM2-135M,int8,bf16,4,1024,257544576,32,8.048,124.3,497.0
SmolLM2-135M,int8,bf16,4,1024,257544576,64,4.024,248.5,994.0
SmolLM2-135M,int8,bf16,4,1024,257544576,128,2.012,497.0,1988.0
SmolLM2-135M,int8,bf16,4,1024,257544576,256,1.006,994.0,3976.0
SmolLM2-135M,int8,bf16,4,1024,257544576,512,0.503,1988.0,7952.0
SmolLM2-135M,int8,bf16,4,2048,351916416,4,87.979,11.4,45.5
SmolLM2-135M,int8,bf16,4,2048,351916416,8,43.990,22.7,90.9
SmolLM2-135M,int8,bf16,4,2048,351916416,16,21.995,45.5,181.9
SmolLM2-135M,int8,bf16,4,2048,351916416,32,10.997,90.9,363.7
SmolLM2-135M,int8,bf16,4,2048,351916416,64,5.499,181.9,727.4
SmolLM2-135M,int8,bf16,4,2048,351916416,128,2.749,363.7,1454.9
SmolLM2-135M,int8,bf16,4,2048,351916416,256,1.375,727.4,2909.8
SmolLM2-135M,int8,bf16,4,2048,351916416,512,0.687,1454.9,5819.6
SmolLM2-135M,int8,bf16,4,4096,540660096,4,135.165,7.4,29.6
SmolLM2-135M,int8,bf16,4,4096,540660096,8,67.583,14.8,59.2
SmolLM2-135M,int8,bf16,4,4096,540660096,16,33.791,29.6,118.4
SmolLM2-135M,int8,bf16,4,4096,540660096,32,16.896,59.2,236.7
SmolLM2-135M,int8,bf16,4,4096,540660096,64,8.448,118.4,473.5
SmolLM2-135M,int8,bf16,4,4096,540660096,128,4.224,236.7,947.0
SmolLM2-135M,int8,bf16,4,4096,540660096,256,2.112,473.5,1894.0
SmolLM2-135M,int8,bf16,4,4096,540660096,512,1.056,947.0,3788.0
SmolLM2-135M,int8,bf16,4,8192,918147456,4,229.537,4.4,17.4
SmolLM2-135M,int8,bf16,4,8192,918147456,8,114.768,8.7,34.9
SmolLM2-135M,int8,bf16,4,8192,918147456,16,57.384,17.4,69.7
SmolLM2-135M,int8,bf16,4,8192,918147456,32,28.692,34.9,139.4
SmolLM2-135M,int8,bf16,4,8192,918147456,64,14.346,69.7,278.8
SmolLM2-135M,int8,bf16,4,8192,918147456,128,7.173,139.4,557.6
SmolLM2-135M,int8,bf16,4,8192,918147456,256,3.587,278.8,1115.3
SmolLM2-135M,int8,bf16,4,8192,918147456,512,1.793,557.6,2230.6
SmolLM2-135M,int8,bf16,16,128,210358656,4,52.590,19.0,304.2
SmolLM2-135M,int8,bf16,16,128,210358656,8,26.295,38.0,608.5
SmolLM2-135M,int8,bf16,16,128,210358656,16,13.147,76.1,1217.0
SmolLM2-135M,int8,bf16,16,128,210358656,32,6.574,152.1,2433.9
SmolLM2-135M,int8,bf16,16,128,210358656,64,3.287,304.2,4867.9
SmolLM2-135M,int8,bf16,16,128,210358656,128,1.643,608.5,9735.8
SmolLM2-135M,int8,bf16,16,128,210358656,256,0.822,1217.0,19471.5
SmolLM2-135M,int8,bf16,16,128,210358656,512,0.411,2433.9,38943.0
SmolLM2-135M,int8,bf16,16,256,257544576,4,64.386,15.5,248.5
SmolLM2-135M,int8,bf16,16,256,257544576,8,32.193,31.1,497.0
SmolLM2-135M,int8,bf16,16,256,257544576,16,16.097,62.1,994.0
SmolLM2-135M,int8,bf16,16,256,257544576,32,8.048,124.3,1988.0
SmolLM2-135M,int8,bf16,16,256,257544576,64,4.024,248.5,3976.0
SmolLM2-135M,int8,bf16,16,256,257544576,128,2.012,497.0,7952.0
SmolLM2-135M,int8,bf16,16,256,257544576,256,1.006,994.0,15904.0
SmolLM2-135M,int8,bf16,16,256,257544576,512,0.503,1988.0,31808.1
SmolLM2-135M,int8,bf16,16,512,351916416,4,87.979,11.4,181.9
SmolLM2-135M,int8,bf16,16,512,351916416,8,43.990,22.7,363.7
SmolLM2-135M,int8,bf16,16,512,351916416,16,21.995,45.5,727.4
SmolLM2-135M,int8,bf16,16,512,351916416,32,10.997,90.9,1454.9
SmolLM2-135M,int8,bf16,16,512,351916416,64,5.499,181.9,2909.8
SmolLM2-135M,int8,bf16,16,512,351916416,128,2.749,363.7,5819.6
SmolLM2-135M,int8,bf16,16,512,351916416,256,1.375,727.4,11639.1
SmolLM2-135M,int8,bf16,16,512,351916416,512,0.687,1454.9,23278.3
SmolLM2-135M,int8,bf16,16,1024,540660096,4,135.165,7.4,118.4
SmolLM2-135M,int8,bf16,16,1024,540660096,8,67.583,14.8,236.7
SmolLM2-135M,int8,bf16,16,1024,540660096,16,33.791,29.6,473.5
SmolLM2-135M,int8,bf16,16,1024,540660096,32,16.896,59.2,947.0
SmolLM2-135M,int8,bf16,16,1024,540660096,64,8.448,118.4,1894.0
SmolLM2-135M,int8,bf16,16,1024,540660096,128,4.224,236.7,3788.0
SmolLM2-135M,int8,bf16,16,1024,540660096,256,2.112,473.5,7575.9
SmolLM2-135M,int8,bf16,16,1024,540660096,512,1.056,947.0,15151.8
SmolLM2-135M,int8,bf16,16,2048,918147456,4,229.537,4.4,69.7
SmolLM2-135M,int8,bf16,16,2048,918147456,8,114.768,8.7,139.4
SmolLM2-135M,int8,bf16,16,2048,918147456,16,57.384,17.4,278.8
SmolLM2-135M,int8,bf16,16,2048,918147456,32,28.692,34.9,557.6
SmolLM2-135M,int8,bf16,16,2048,918147456,64,14.346,69.7,1115.3
SmolLM2-135M,int8,bf16,16,2048,918147456,128,7.173,139.4,2230.6
SmolLM2-135M,int8,bf16,16,2048,918147456,256,3.587,278.8,4461.2
SmolLM2-135M,int8,bf16,16,2048,918147456,512,1.793,557.6,8922.3
SmolLM2-135M,int8,bf16,16,4096,1673122176,4,418.281,2.4,38.3
SmolLM2-135M,int8,bf16,16,4096,1673122176,8,209.140,4.8,76.5
SmolLM2-135M,int8,bf16,16,4096,1673122176,16,104.570,9.6,153.0
SmolLM2-135M,int8,bf16,16,4096,1673122176,32,52.285,19.1,306.0
SmolLM2-135M,int8,bf16,16,4096,1673122176,64,26.143,38.3,612.0
SmolLM2-135M,int8,bf16,16,4096,1673122176,128,13.071,76.5,1224.1
SmolLM2-135M,int8,bf16,16,4096,1673122176,256,6.536,153.0,2448.1
SmolLM2-135M,int8,bf16,16,4096,1673122176,512,3.268,306.0,4896.2
