model,phase,batch,peak_tmacs,bandwidth_gbs,sram,compute_ms,memory_ms,latency_ms
EfficientNet-B1,image,1,8.0,128,256 KB,0.0784,1.0424,1.0424
EfficientNet-B1,image,1,8.0,256,256 KB,0.0784,0.5212,0.5212
EfficientNet-B1,image,1,8.0,512,256 KB,0.0784,0.2606,0.2606
EfficientNet-B1,image,1,16.0,4,256 KB,0.0392,33.3577,33.3577
EfficientNet-B1,image,1,16.0,8,256 KB,0.0392,16.6788,16.6788
EfficientNet-B1,image,1,16.0,16,256 KB,0.0392,8.3394,8.3394
EfficientNet-B1,image,1,16.0,32,256 KB,0.0392,4.1697,4.1697
EfficientNet-B1,image,1,16.0,64,256 KB,0.0392,2.0849,2.0849
EfficientNet-B1,image,1,16.0,128,256 KB,0.0392,1.0424,1.0424
EfficientNet-B1,image,1,16.0,256,256 KB,0.0392,0.5212,0.5212
EfficientNet-B1,image,1,16.0,512,256 KB,0.0392,0.2606,0.2606
EfficientNet-B1,image,1,32.0,4,256 KB,0.0196,33.3577,33.3577
EfficientNet-B1,image,1,32.0,8,256 KB,0.0196,16.6788,16.6788
EfficientNet-B1,image,1,32.0,16,256 KB,0.0196,8.3394,8.3394
EfficientNet-B1,image,1,32.0,32,256 KB,0.0196,4.1697,4.1697
EfficientNet-B1,image,1,32.0,64,256 KB,0.0196,2.0849,2.0849
EfficientNet-B1,image,1,32.0,128,256 KB,0.0196,1.0424,1.0424
EfficientNet-B1,image,1,32.0,256,256 KB,0.0196,0.5212,0.5212
EfficientNet-B1,image,1,32.0,512,256 KB,0.0196,0.2606,0.2606
EfficientNet-B1,image,1,64.0,4,256 KB,0.0098,33.3577,33.3577
EfficientNet-B1,image,1,64.0,8,256 KB,0.0098,16.6788,16.6788
EfficientNet-B1,image,1,64.0,16,256 KB,0.0098,8.3394,8.3394
EfficientNet-B1,image,1,64.0,32,256 KB,0.0098,4.1697,4.1697
EfficientNet-B1,image,1,64.0,64,256 KB,0.0098,2.0849,2.0849
EfficientNet-B1,image,1,64.0,128,256 KB,0.0098,1.0424,1.0424
EfficientNet-B1,image,1,64.0,256,256 KB,0.0098,0.5212,0.5212
EfficientNet-B1,image,1,64.0,512,256 KB,0.0098,0.2606,0.2606
EfficientNet-B1,image,1,0.5,4,1 MB,1.2550,33.1021,33.1021
EfficientNet-B1,image,1,0.5,8,1 MB,1.2550,16.5511,16.5511
EfficientNet-B1,image,1,0.5,16,1 MB,1.2550,8.2755,8.2755
EfficientNet-B1,image,1,0.5,32,1 MB,1.2550,4.1378,4.1378
EfficientNet-B1,image,1,0.5,64,1 MB,1.2550,2.0689,2.4024
EfficientNet-B1,image,1,0.5,128,1 MB,1.2550,1.0344,1.7696
EfficientNet-B1,image,1,0.5,256,1 MB,1.2550,0.5172,1.4532
EfficientNet-B1,image,1,0.5,512,1 MB,1.2550,0.2586,1.2964
EfficientNet-B1,image,1,1.0,4,1 MB,0.6275,33.1021,33.1021
EfficientNet-B1,image,1,1.0,8,1 MB,0.6275,16.5511,16.5511
EfficientNet-B1,image,1,1.0,16,1 MB,0.6275,8.2755,8.2755
EfficientNet-B1,image,1,1.0,32,1 MB,0.6275,4.1378,4.1378
EfficientNet-B1,image,1,1.0,64,1 MB,0.6275,2.0689,2.0689
EfficientNet-B1,image,1,1.0,128,1 MB,0.6275,1.0344,1.2012
EfficientNet-B1,image,1,1.0,256,1 MB,0.6275,0.5172,0.8848
EfficientNet-B1,image,1,1.0,512,1 MB,0.6275,0.2586,0.7266
EfficientNet-B1,image,1,2.0,4,1 MB,0.3137,33.1021,33.1021
EfficientNet-B1,image,1,2.0,8,1 MB,0.3137,16.5511,16.5511
EfficientNet-B1,image,1,2.0,16,1 MB,0.3137,8.2755,8.2755
EfficientNet-B1,image,1,2.0,32,1 MB,0.3137,4.1378,4.1378
EfficientNet-B1,image,1,2.0,64,1 MB,0.3137,2.0689,2.0689
EfficientNet-B1,image,1,2.0,128,1 MB,0.3137,1.0344,1.0344
EfficientNet-B1,image,1,2.0,256,1 MB,0.3137,0.5172,0.6006
EfficientNet-B1,image,1,2.0,512,1 MB,0.3137,0.2586,0.4424
EfficientNet-B1,image,1,4.0,4,1 MB,0.1569,33.1021,33.1021
EfficientNet-B1,image,1,4.0,8,1 MB,0.1569,16.5511,16.5511
EfficientNet-B1,image,1,4.0,16,1 MB,0.1569,8.2755,8.2755
EfficientNet-B1,image,1,4.0,32,1 MB,0.1569,4.1378,4.1378
EfficientNet-B1,image,1,4.0,64,1 MB,0.1569,2.0689,2.0689
EfficientNet-B1,image,1,4.0,128,1 MB,0.1569,1.0344,1.0344
EfficientNet-B1,image,1,4.0,256,1 MB,0.1569,0.5172,0.5172
EfficientNet-B1,image,1,4.0,512,1 MB,0.1569,0.2586,0.3003
EfficientNet-B1,image,1,8.0,4,1 MB,0.0784,33.1021,33.1021
EfficientNet-B1,image,1,8.0,8,1 MB,0.0784,16.5511,16.5511
EfficientNet-B1,image,1,8.0,16,1 MB,0.0784,8.2755,8.2755
EfficientNet-B1,image,1,8.0,32,1 MB,0.0784,4.1378,4.1378
EfficientNet-B1,image,1,8.0,64,1 MB,0.0784,2.0689,2.0689
EfficientNet-B1,image,1,8.0,128,1 MB,0.0784,1.0344,1.0344
EfficientNet-B1,image,1,8.0,256,1 MB,0.0784,0.5172,0.5172
EfficientNet-B1,image,1,8.0,512,1 MB,0.0784,0.2586,0.2586
EfficientNet-B1,image,1,16.0,4,1 MB,0.0392,33.1021,33.1021
EfficientNet-B1,image,1,16.0,8,1 MB,0.0392,16.5511,16.5511
EfficientNet-B1,image,1,16.0,16,1 MB,0.0392,8.2755,8.2755
EfficientNet-B1,image,1,16.0,32,1 MB,0.0392,4.1378,4.1378
EfficientNet-B1,image,1,16.0,64,1 MB,0.0392,2.0689,2.0689
EfficientNet-B1,image,1,16.0,128,1 MB,0.0392,1.0344,1.0344
EfficientNet-B1,image,1,16.0,256,1 MB,0.0392,0.5172,0.5172
EfficientNet-B1,image,1,16.0,512,1 MB,0.0392,0.2586,0.2586
EfficientNet-B1,image,1,32.0,4,1 MB,0.0196,33.1021,33.1021
EfficientNet-B1,image,1,32.0,8,1 MB,0.0196,16.5511,16.5511
EfficientNet-B1,image,1,32.0,16,1 MB,0.0196,8.2755,8.2755
EfficientNet-B1,image,1,32.0,32,1 MB,0.0196,4.1378,4.1378
EfficientNet-B1,image,1,32.0,64,1 MB,0.0196,2.0689,2.0689
EfficientNet-B1,image,1,32.0,128,1 MB,0.0196,1.0344,1.0344
EfficientNet-B1,image,1,32.0,256,1 MB,0.0196,0.5172,0.5172
EfficientNet-B1,image,1,32.0,512,1 MB,0.0196,0.2586,0.2586
EfficientNet-B1,image,1,64.0,4,1 MB,0.0098,33.1021,33.1021
EfficientNet-B1,image,1,64.0,8,1 MB,0.0098,16.5511,16.5511
EfficientNet-B1,image,1,64.0,16,1 MB,0.0098,8.2755,8.2755
EfficientNet-B1,image,1,64.0,32,1 MB,0.0098,4.1378,4.1378
EfficientNet-B1,image,1,64.0,64,1 MB,0.0098,2.0689,2.0689
EfficientNet-B1,image,1,64.0,128,1 MB,0.0098,1.0344,1.0344
EfficientNet-B1,image,1,64.0,256,1 MB,0.0098,0.5172,0.5172
EfficientNet-B1,image,1,64.0,512,1 MB,0.0098,0.2586,0.2586
EfficientNet-B1,image,1,0.5,4,4 MB,1.2550,33.0014,33.0014
EfficientNet-B1,image,1,0.5,8,4 MB,1.2550,16.5007,16.5007
EfficientNet-B1,image,1,0.5,16,4 MB,1.2550,8.2503,8.2503
EfficientNet-B1,image,1,0.5,32,4 MB,1.2550,4.1252,4.1252
EfficientNet-B1,image,1,0.5,64,4 MB,1.2550,2.0626,2.4024
EfficientNet-B1,image,1,0.5,128,4 MB,1.2550,1.0313,1.7696
EfficientNet-B1,image,1,0.5,256,4 MB,1.2550,0.5156,1.4532
EfficientNet-B1,image,1,0.5,512,4 MB,1.2550,0.2578,1.2964
EfficientNet-B1,image,1,1.0,4,4 MB,0.6275,33.0014,33.0014
EfficientNet-B1,image,1,1.0,8,4 MB,0.6275,16.5007,16.5007
EfficientNet-B1,image,1,1.0,16,4 MB,0.6275,8.2503,8.2503
EfficientNet-B1,image,1,1.0,32,4 MB,0.6275,4.1252,4.1252
EfficientNet-B1,image,1,1.0,64,4 MB,0.6275,2.0626,2.0626
EfficientNet-B1,image,1,1.0,128,4 MB,0.6275,1.0313,1.2012
EfficientNet-B1,image,1,1.0,256,4 MB,0.6275,0.5156,0.8848
EfficientNet-B1,image,1,1.0,512,4 MB,0.6275,0.2578,0.7266
EfficientNet-B1,image,1,2.0,4,4 MB,0.3137,33.0014,33.0014
EfficientNet-B1,image,1,2.0,8,4 MB,0.3137,16.5007,16.5007
EfficientNet-B1,image,1,2.0,16,4 MB,0.3137,8.2503,8.2503
EfficientNet-B1,image,1,2.0,32,4 MB,0.3137,4.1252,4.1252
EfficientNet-B1,image,1,2.0,64,4 MB,0.3137,2.0626,2.0626
EfficientNet-B1,image,1,2.0,128,4 MB,0.3137,1.0313,1.0313
EfficientNet-B1,image,1,2.0,256,4 MB,0.3137,0.5156,0.6006
EfficientNet-B1,image,1,2.0,512,4 MB,0.3137,0.2578,0.4424
EfficientNet-B1,image,1,4.0,4,4 MB,0.1569,33.0014,33.0014
EfficientNet-B1,image,1,4.0,8,4 MB,0.1569,16.5007,16.5007
EfficientNet-B1,image,1,4.0,16,4 MB,0.1569,8.2503,8.2503
EfficientNet-B1,image,1,4.0,32,4 MB,0.1569,4.1252,4.1252
EfficientNet-B1,image,1,4.0,64,4 MB,0.1569,2.0626,2.0626
EfficientNet-B1,image,1,4.0,128,4 MB,0.1569,1.0313,1.0313
EfficientNet-B1,image,1,4.0,256,4 MB,0.1569,0.5156,0.5156
EfficientNet-B1,image,1,4.0,512,4 MB,0.1569,0.2578,0.3003
EfficientNet-B1,image,1,8.0,4,4 MB,0.0784,33.0014,33.0014
EfficientNet-B1,image,1,8.0,8,4 MB,0.0784,16.5007,16.5007
EfficientNet-B1,image,1,8.0,16,4 MB,0.0784,8.2503,8.2503
EfficientNet-B1,image,1,8.0,32,4 MB,0.0784,4.1252,4.1252
EfficientNet-B1,image,1,8.0,64,4 MB,0.0784,2.0626,2.0626
EfficientNet-B1,image,1,8.0,128,4 MB,0.0784,1.0313,1.0313
EfficientNet-B1,image,1,8.0,256,4 MB,0.0784,0.5156,0.5156
EfficientNet-B1,image,1,8.0,512,4 MB,0.0784,0.2578,0.2578
EfficientNet-B1,image,1,16.0,4,4 MB,0.0392,33.0014,33.0014
EfficientNet-B1,image,1,16.0,8,4 MB,0.0392,16.5007,16.5007
EfficientNet-B1,image,1,16.0,16,4 MB,0.0392,8.2503,8.2503
EfficientNet-B1,image,1,16.0,32,4 MB,0.0392,4.1252,4.1252
EfficientNet-B1,image,1,16.0,64,4 MB,0.0392,2.0626,2.0626
EfficientNet-B1,image,1,16.0,128,4 MB,0.0392,1.0313,1.0313
EfficientNet-B1,image,1,16.0,256,4 MB,0.0392,0.5156,0.5156
EfficientNet-B1,image,1,16.0,512,4 MB,0.0392,0.2578,0.2578
EfficientNet-B1,image,1,32.0,4,4 MB,0.0196,33.0014,33.0014
EfficientNet-B1,image,1,32.0,8,4 MB,0.0196,16.5007,16.5007
EfficientNet-B1,image,1,32.0,16,4 MB,0.0196,8.2503,8.2503
EfficientNet-B1,image,1,32.0,32,4 MB,0.0196,4.1252,4.1252
EfficientNet-B1,image,1,32.0,64,4 MB,0.0196,2.0626,2.0626
EfficientNet-B1,image,1,32.0,128,4 MB,0.0196,1.0313,1.0313
EfficientNet-B1,image,1,32.0,256,4 MB,0.0196,0.5156,0.5156
EfficientNet-B1,image,1,32.0,512,4 MB,0.0196,0.2578,0.2578
EfficientNet-B1,image,1,64.0,4,4 MB,0.0098,33.0014,33.0014
EfficientNet-B1,image,1,64.0,8,4 MB,0.0098,16.5007,16.5007
EfficientNet-B1,image,1,64.0,16,4 MB,0.0098,8.2503,8.2503
EfficientNet-B1,image,1,64.0,32,4 MB,0.0098,4.1252,4.1252
EfficientNet-B1,image,1,64.0,64,4 MB,0.0098,2.0626,2.0626
EfficientNet-B1,image,1,64.0,128,4 MB,0.0098,1.0313,1.0313
EfficientNet-B1,image,1,64.0,256,4 MB,0.0098,0.5156,0.5156
EfficientNet-B1,image,1,64.0,512,4 MB,0.0098,0.2578,0.2578
EfficientNet-B1,image,8,0.5,4,256 KB,10.0389,243.3018,243.3018
EfficientNet-B1,image,8,0.5,8,256 KB,10.0389,121.6509,121.6509
EfficientNet-B1,image,8,0.5,16,256 KB,10.0389,60.8255,60.8255
EfficientNet-B1,image,8,0.5,32,256 KB,10.0389,30.4127,30.4127
EfficientNet-B1,image,8,0.5,64,256 KB,10.0389,15.2064,18.9127
EfficientNet-B1,image,8,0.5,128,256 KB,10.0389,7.6032,14.0034
EfficientNet-B1,image,8,0.5,256,256 KB,10.0389,3.8016,11.5590
EfficientNet-B1,image,8,0.5,512,256 KB,10.0389,1.9008,10.3505
EfficientNet-B1,image,8,1.0,4,256 KB,5.0195,243.3018,243.3018
EfficientNet-B1,image,8,1.0,8,256 KB,5.0195,121.6509,121.6509
EfficientNet-B1,image,8,1.0,16,256 KB,5.0195,60.8255,60.8255
EfficientNet-B1,image,8,1.0,32,256 KB,5.0195,30.4127,30.4127
EfficientNet-B1,image,8,1.0,64,256 KB,5.0195,15.2064,15.2064
EfficientNet-B1,image,8,1.0,128,256 KB,5.0195,7.6032,9.4563
EfficientNet-B1,image,8,1.0,256,256 KB,5.0195,3.8016,7.0017
EfficientNet-B1,image,8,1.0,512,256 KB,5.0195,1.9008,5.7795
EfficientNet-B1,image,8,2.0,4,256 KB,2.5097,243.3018,243.3018
EfficientNet-B1,image,8,2.0,8,256 KB,2.5097,121.6509,121.6509
EfficientNet-B1,image,8,2.0,16,256 KB,2.5097,60.8255,60.8255
EfficientNet-B1,image,8,2.0,32,256 KB,2.5097,30.4127,30.4127
EfficientNet-B1,image,8,2.0,64,256 KB,2.5097,15.2064,15.2064
EfficientNet-B1,image,8,2.0,128,256 KB,2.5097,7.6032,7.6032
EfficientNet-B1,image,8,2.0,256,256 KB,2.5097,3.8016,4.7282
EfficientNet-B1,image,8,2.0,512,256 KB,2.5097,1.9008,3.5009
EfficientNet-B1,image,8,4.0,4,256 KB,1.2549,243.3018,243.3018
EfficientNet-B1,image,8,4.0,8,256 KB,1.2549,121.6509,121.6509
EfficientNet-B1,image,8,4.0,16,256 KB,1.2549,60.8255,60.8255
EfficientNet-B1,image,8,4.0,32,256 KB,1.2549,30.4127,30.4127
EfficientNet-B1,image,8,4.0,64,256 KB,1.2549,15.2064,15.2064
EfficientNet-B1,image,8,4.0,128,256 KB,1.2549,7.6032,7.6032
EfficientNet-B1,image,8,4.0,256,256 KB,1.2549,3.8016,3.8016
EfficientNet-B1,image,8,4.0,512,256 KB,1.2549,1.9008,2.3641
EfficientNet-B1,image,8,8.0,4,256 KB,0.6274,243.3018,243.3018
EfficientNet-B1,image,8,8.0,8,256 KB,0.6274,121.6509,121.6509
EfficientNet-B1,image,8,8.0,16,256 KB,0.6274,60.8255,60.8255
EfficientNet-B1,image,8,8.0,32,256 KB,0.6274,30.4127,30.4127
EfficientNet-B1,image,8,8.0,64,256 KB,0.6274,15.2064,15.2064
EfficientNet-B1,image,8,8.0,128,256 KB,0.6274,7.6032,7.6032
EfficientNet-B1,image,8,8.0,256,256 KB,0.6274,3.8016,3.8016
EfficientNet-B1,image,8,8.0,512,256 KB,0.6274,1.9008,1.9008
EfficientNet-B1,image,8,16.0,4,256 KB,0.3137,243.3018,243.3018
EfficientNet-B1,image,8,16.0,8,256 KB,0.3137,121.6509,121.6509
EfficientNet-B1,image,8,16.0,16,256 KB,0.3137,60.8255,60.8255
EfficientNet-B1,image,8,16.0,32,256 KB,0.3137,30.4127,30.4127
EfficientNet-B1,image,8,16.0,64,256 KB,0.3137,15.2064,15.2064
EfficientNet-B1,image,8,16.0,128,256 KB,0.3137,7.6032,7.6032
EfficientNet-B1,image,8,16.0,256,256 KB,0.3137,3.8016,3.8016
EfficientNet-B1,image,8,16.0,512,256 KB,0.3137,1.9008,1.9008
EfficientNet-B1,image,8,32.0,4,256 KB,0.1569,243.3018,243.3018
EfficientNet-B1,image,8,32.0,8,256 KB,0.1569,121.6509,121.6509
EfficientNet-B1,image,8,32.0,16,256 KB,0.1569,60.8255,60.8255
EfficientNet-B1,image,8,32.0,32,256 KB,0.1569,30.4127,30.4127
EfficientNet-B1,image,8,32.0,64,256 KB,0.1569,15.2064,15.2064
EfficientNet-B1,image,8,32.0,128,256 KB,0.1569,7.6032,7.6032
EfficientNet-B1,image,8,32.0,256,256 KB,0.1569,3.8016,3.8016
EfficientNet-B1,image,8,32.0,512,256 KB,0.1569,1.9008,1.9008
EfficientNet-B1,image,8,64.0,4,256 KB,0.0784,243.3018,243.3018
EfficientNet-B1,image,8,64.0,8,256 KB,0.0784,121.6509,121.6509
EfficientNet-B1,image,8,64.0,16,256 KB,0.0784,60.8255,60.8255
EfficientNet-B1,image,8,64.0,32,256 KB,0.0784,30.4127,30.4127
EfficientNet-B1,image,8,64.0,64,256 KB,0.0784,15.2064,15.2064
EfficientNet-B1,image,8,64.0,128,256 KB,0.0784,7.6032,7.6032
EfficientNet-B1,image,8,64.0,256,256 KB,0.0784,3.8016,3.8016
EfficientNet-B1,image,8,64.0,512,256 KB,0.0784,1.9008,1.9008
EfficientNet-B1,image,8,0.5,4,1 MB,10.0389,238.2643,238.2643
EfficientNet-B1,image,8,0.5,8,1 MB,10.0389,119.1321,119.1321
EfficientNet-B1,image,8,0.5,16,1 MB,10.0389,59.5661,59.5661
EfficientNet-B1,image,8,0.5,32,1 MB,10.0389,29.7830,29.7830
EfficientNet-B1,image,8,0.5,64,1 MB,10.0389,14.8915,18.9124
EfficientNet-B1,image,8,0.5,128,1 MB,10.0389,7.4458,14.0033
EfficientNet-B1,image,8,0.5,256,1 MB,10.0389,3.7229,11.5590
EfficientNet-B1,image,8,0.5,512,1 MB,10.0389,1.8614,10.3505
EfficientNet-B1,image,8,1.0,4,1 MB,5.0195,238.2643,238.2643
EfficientNet-B1,image,8,1.0,8,1 MB,5.0195,119.1321,119.1321
EfficientNet-B1,image,8,1.0,16,1 MB,5.0195,59.5661,59.5661
EfficientNet-B1,image,8,1.0,32,1 MB,5.0195,29.7830,29.7830
EfficientNet-B1,image,8,1.0,64,1 MB,5.0195,14.8915,14.8915
EfficientNet-B1,image,8,1.0,128,1 MB,5.0195,7.4458,9.4562
EfficientNet-B1,image,8,1.0,256,1 MB,5.0195,3.7229,7.0017
EfficientNet-B1,image,8,1.0,512,1 MB,5.0195,1.8614,5.7795
EfficientNet-B1,image,8,2.0,4,1 MB,2.5097,238.2643,238.2643
EfficientNet-B1,image,8,2.0,8,1 MB,2.5097,119.1321,119.1321
EfficientNet-B1,image,8,2.0,16,1 MB,2.5097,59.5661,59.5661
EfficientNet-B1,image,8,2.0,32,1 MB,2.5097,29.7830,29.7830
EfficientNet-B1,image,8,2.0,64,1 MB,2.5097,14.8915,14.8915
EfficientNet-B1,image,8,2.0,128,1 MB,2.5097,7.4458,7.4458
EfficientNet-B1,image,8,2.0,256,1 MB,2.5097,3.7229,4.7281
EfficientNet-B1,image,8,2.0,512,1 MB,2.5097,1.8614,3.5008
EfficientNet-B1,image,8,4.0,4,1 MB,1.2549,238.2643,238.2643
EfficientNet-B1,image,8,4.0,8,1 MB,1.2549,119.1321,119.1321
EfficientNet-B1,image,8,4.0,16,1 MB,1.2549,59.5661,59.5661
EfficientNet-B1,image,8,4.0,32,1 MB,1.2549,29.7830,29.7830
EfficientNet-B1,image,8,4.0,64,1 MB,1.2549,14.8915,14.8915
EfficientNet-B1,image,8,4.0,128,1 MB,1.2549,7.4458,7.4458
EfficientNet-B1,image,8,4.0,256,1 MB,1.2549,3.7229,3.7229
EfficientNet-B1,image,8,4.0,512,1 MB,1.2549,1.8614,2.3640
EfficientNet-B1,image,8,8.0,4,1 MB,0.6274,238.2643,238.2643
EfficientNet-B1,image,8,8.0,8,1 MB,0.6274,119.1321,119.1321
EfficientNet-B1,image,8,8.0,16,1 MB,0.6274,59.5661,59.5661
EfficientNet-B1,image,8,8.0,32,1 MB,0.6274,29.7830,29.7830
EfficientNet-B1,image,8,8.0,64,1 MB,0.6274,14.8915,14.8915
EfficientNet-B1,image,8,8.0,128,1 MB,0.6274,7.4458,7.4458
EfficientNet-B1,image,8,8.0,256,1 MB,0.6274,3.7229,3.7229
EfficientNet-B1,image,8,8.0,512,1 MB,0.6274,1.8614,1.8614
EfficientNet-B1,image,8,16.0,4,1 MB,0.3137,238.2643,238.2643
EfficientNet-B1,image,8,16.0,8,1 MB,0.3137,119.1321,119.1321
EfficientNet-B1,image,8,16.0,16,1 MB,0.3137,59.5661,59.5661
EfficientNet-B1,image,8,16.0,32,1 MB,0.3137,29.7830,29.7830
EfficientNet-B1,image,8,16.0,64,1 MB,0.3137,14.8915,14.8915
EfficientNet-B1,image,8,16.0,128,1 MB,0.3137,7.4458,7.4458
EfficientNet-B1,image,8,16.0,256,1 MB,0.3137,3.7229,3.7229
EfficientNet-B1,image,8,16.0,512,1 MB,0.3137,1.8614,1.8614
EfficientNet-B1,image,8,32.0,4,1 MB,0.1569,238.2643,238.2643
EfficientNet-B1,image,8,32.0,8,1 MB,0.1569,119.1321,119.1321
EfficientNet-B1,image,8,32.0,16,1 MB,0.1569,59.5661,59.5661
EfficientNet-B1,image,8,32.0,32,1 MB,0.1569,29.7830,29.7830
EfficientNet-B1,image,8,32.0,64,1 MB,0.1569,14.8915,14.8915
EfficientNet-B1,image,8,32.0,128,1 MB,0.1569,7.4458,7.4458
EfficientNet-B1,image,8,32.0,256,1 MB,0.1569,3.7229,3.7229
EfficientNet-B1,image,8,32.0,512,1 MB,0.1569,1.8614,1.8614
EfficientNet-B1,image,8,64.0,4,1 MB,0.0784,238.2643,238.2643
EfficientNet-B1,image,8,64.0,8,1 MB,0.0784,119.1321,119.1321
EfficientNet-B1,image,8,64.0,16,1 MB,0.0784,59.5661,59.5661
EfficientNet-B1,image,8,64.0,32,1 MB,0.0784,29.7830,29.7830
EfficientNet-B1,image,8,64.0,64,1 MB,0.0784,14.8915,14.8915
EfficientNet-B1,image,8,64.0,128,1 MB,0.0784,7.4458,7.4458
EfficientNet-B1,image,8,64.0,256,1 MB,0.0784,3.7229,3.7229
EfficientNet-B1,image,8,64.0,512,1 MB,0.0784,1.8614,1.8614
EfficientNet-B1,image,8,0.5,4,4 MB,10.0389,237.1267,237.1267
EfficientNet-B1,image,8,0.5,8,4 MB,10.0389,118.5633,118.5633
EfficientNet-B1,image,8,0.5,16,4 MB,10.0389,59.2817,59.2817
EfficientNet-B1,image,8,0.5,32,4 MB,10.0389,29.6408,29.6408
EfficientNet-B1,image,8,0.5,64,4 MB,10.0389,14.8204,18.9120
EfficientNet-B1,image,8,0.5,128,4 MB,10.0389,7.4102,14.0033
EfficientNet-B1,image,8,0.5,256,4 MB,10.0389,3.7051,11.5590
EfficientNet-B1,image,8,0.5,512,4 MB,10.0389,1.8526,10.3505
EfficientNet-B1,image,8,1.0,4,4 MB,5.0195,237.1267,237.1267
EfficientNet-B1,image,8,1.0,8,4 MB,5.0195,118.5633,118.5633
EfficientNet-B1,image,8,1.0,16,4 MB,5.0195,59.2817,59.2817
EfficientNet-B1,image,8,1.0,32,4 MB,5.0195,29.6408,29.6408
EfficientNet-B1,image,8,1.0,64,4 MB,5.0195,14.8204,14.8204
EfficientNet-B1,image,8,1.0,128,4 MB,5.0195,7.4102,9.4560
EfficientNet-B1,image,8,1.0,256,4 MB,5.0195,3.7051,7.0017
EfficientNet-B1,image,8,1.0,512,4 MB,5.0195,1.8526,5.7795
EfficientNet-B1,image,8,2.0,4,4 MB,2.5097,237.1267,237.1267
EfficientNet-B1,image,8,2.0,8,4 MB,2.5097,118.5633,118.5633
EfficientNet-B1,image,8,2.0,16,4 MB,2.5097,59.2817,59.2817
EfficientNet-B1,image,8,2.0,32,4 MB,2.5097,29.6408,29.6408
EfficientNet-B1,image,8,2.0,64,4 MB,2.5097,14.8204,14.8204
EfficientNet-B1,image,8,2.0,128,4 MB,2.5097,7.4102,7.4102
EfficientNet-B1,image,8,2.0,256,4 MB,2.5097,3.7051,4.7280
EfficientNet-B1,image,8,2.0,512,4 MB,2.5097,1.8526,3.5008
EfficientNet-B1,image,8,4.0,4,4 MB,1.2549,237.1267,237.1267
EfficientNet-B1,image,8,4.0,8,4 MB,1.2549,118.5633,118.5633
EfficientNet-B1,image,8,4.0,16,4 MB,1.2549,59.2817,59.2817
EfficientNet-B1,image,8,4.0,32,4 MB,1.2549,29.6408,29.6408
EfficientNet-B1,image,8,4.0,64,4 MB,1.2549,14.8204,14.8204
EfficientNet-B1,image,8,4.0,128,4 MB,1.2549,7.4102,7.4102
EfficientNet-B1,image,8,4.0,256,4 MB,1.2549,3.7051,3.7051
EfficientNet-B1,image,8,4.0,512,4 MB,1.2549,1.8526,2.3640
EfficientNet-B1,image,8,8.0,4,4 MB,0.6274,237.1267,237.1267
EfficientNet-B1,image,8,8.0,8,4 MB,0.6274,118.5633,118.5633
EfficientNet-B1,image,8,8.0,16,4 MB,0.6274,59.2817,59.2817
EfficientNet-B1,image,8,8.0,32,4 MB,0.6274,29.6408,29.6408
EfficientNet-B1,image,8,8.0,64,4 MB,0.6274,14.8204,14.8204
EfficientNet-B1,image,8,8.0,128,4 MB,0.6274,7.4102,7.4102
EfficientNet-B1,image,8,8.0,256,4 MB,0.6274,3.7051,3.7051
EfficientNet-B1,image,8,8.0,512,4 MB,0.6274,1.8526,1.8526
EfficientNet-B1,image,8,16.0,4,4 MB,0.3137,237.1267,237.1267
EfficientNet-B1,image,8,16.0,8,4 MB,0.3137,118.5633,118.5633
EfficientNet-B1,image,8,16.0,16,4 MB,0.3137,59.2817,59.2817
EfficientNet-B1,image,8,16.0,32,4 MB,0.3137,29.6408,29.6408
EfficientNet-B1,image,8,16.0,64,4 MB,0.3137,14.8204,14.8204
EfficientNet-B1,image,8,16.0,128,4 MB,0.3137,7.4102,7.4102
EfficientNet-B1,image,8,16.0,256,4 MB,0.3137,3.7051,3.7051
EfficientNet-B1,image,8,16.0,512,4 MB,0.3137,1.8526,1.8526
EfficientNet-B1,image,8,32.0,4,4 MB,0.1569,237.1267,237.1267
EfficientNet-B1,image,8,32.0,8,4 MB,0.1569,118.5633,118.5633
EfficientNet-B1,image,8,32.0,16,4 MB,0.1569,59.2817,59.2817
EfficientNet-B1,image,8,32.0,32,4 MB,0.1569,29.6408,29.6408
EfficientNet-B1,image,8,32.0,64,4 MB,0.1569,14.8204,14.8204
EfficientNet-B1,image,8,32.0,128,4 MB,0.1569,7.4102,7.4102
EfficientNet-B1,image,8,32.0,256,4 MB,0.1569,3.7051,3.7051
EfficientNet-B1,image,8,32.0,512,4 MB,0.1569,1.8526,1.8526
EfficientNet-B1,image,8,64.0,4,4 MB,0.0784,237.1267,237.1267
EfficientNet-B1,image,8,64.0,8,4 MB,0.0784,118.5633,118.5633
EfficientNet-B1,image,8,64.0,16,4 MB,0.0784,59.2817,59.2817
EfficientNet-B1,image,8,64.0,32,4 MB,0.0784,29.6408,29.6408
EfficientNet-B1,image,8,64.0,64,4 MB,0.0784,14.8204,14.8204
EfficientNet-B1,image,8,64.0,128,4 MB,0.0784,7.4102,7.4102
EfficientNet-B1,image,8,64.0,256,4 MB,0.0784,3.7051,3.7051
EfficientNet-B1,image,8,64.0,512,4 MB,0.0784,1.8526,1.8526
EfficientNet-B2,image,1,0.5,4,256 KB,1.4393,35.4712,35.4712
