model,phase,batch,peak_tmacs,bandwidth_gbs,sram,compute_ms,memory_ms,latency_ms
EfficientNet-B0,image,1,1.0,8,1 MB,0.4275,11.8683,11.8683
EfficientNet-B0,image,1,1.0,16,1 MB,0.4275,5.9342,5.9342
EfficientNet-B0,image,1,1.0,32,1 MB,0.4275,2.9671,2.9671
EfficientNet-B0,image,1,1.0,64,1 MB,0.4275,1.4835,1.4835
EfficientNet-B0,image,1,1.0,128,1 MB,0.4275,0.7418,0.8464
EfficientNet-B0,image,1,1.0,256,1 MB,0.4275,0.3709,0.6155
EfficientNet-B0,image,1,1.0,512,1 MB,0.4275,0.1854,0.5000
EfficientNet-B0,image,1,2.0,4,1 MB,0.2138,23.7367,23.7367
EfficientNet-B0,image,1,2.0,8,1 MB,0.2138,11.8683,11.8683
EfficientNet-B0,image,1,2.0,16,1 MB,0.2138,5.9342,5.9342
EfficientNet-B0,image,1,2.0,32,1 MB,0.2138,2.9671,2.9671
EfficientNet-B0,image,1,2.0,64,1 MB,0.2138,1.4835,1.4835
EfficientNet-B0,image,1,2.0,128,1 MB,0.2138,0.7418,0.7418
EfficientNet-B0,image,1,2.0,256,1 MB,0.2138,0.3709,0.4232
EfficientNet-B0,image,1,2.0,512,1 MB,0.2138,0.1854,0.3077
EfficientNet-B0,image,1,4.0,4,1 MB,0.1069,23.7367,23.7367
EfficientNet-B0,image,1,4.0,8,1 MB,0.1069,11.8683,11.8683
EfficientNet-B0,image,1,4.0,16,1 MB,0.1069,5.9342,5.9342
EfficientNet-B0,image,1,4.0,32,1 MB,0.1069,2.9671,2.9671
EfficientNet-B0,image,1,4.0,64,1 MB,0.1069,1.4835,1.4835
EfficientNet-B0,image,1,4.0,128,1 MB,0.1069,0.7418,0.7418
EfficientNet-B0,image,1,4.0,256,1 MB,0.1069,0.3709,0.3709
EfficientNet-B0,image,1,4.0,512,1 MB,0.1069,0.1854,0.2116
EfficientNet-B0,image,1,8.0,4,1 MB,0.0534,23.7367,23.7367
EfficientNet-B0,image,1,8.0,8,1 MB,0.0534,11.8683,11.8683
EfficientNet-B0,image,1,8.0,16,1 MB,0.0534,5.9342,5.9342
EfficientNet-B0,image,1,8.0,32,1 MB,0.0534,2.9671,2.9671
EfficientNet-B0,image,1,8.0,64,1 MB,0.0534,1.4835,1.4835
EfficientNet-B0,image,1,8.0,128,1 MB,0.0534,0.7418,0.7418
EfficientNet-B0,image,1,8.0,256,1 MB,0.0534,0.3709,0.3709
EfficientNet-B0,image,1,8.0,512,1 MB,0.0534,0.1854,0.1854
EfficientNet-B0,image,1,16.0,4,1 MB,0.0267,23.7367,23.7367
EfficientNet-B0,image,1,16.0,8,1 MB,0.0267,11.8683,11.8683
EfficientNet-B0,image,1,16.0,16,1 MB,0.0267,5.9342,5.9342
EfficientNet-B0,image,1,16.0,32,1 MB,0.0267,2.9671,2.9671
EfficientNet-B0,image,1,16.0,64,1 MB,0.0267,1.4835,1.4835
EfficientNet-B0,image,1,16.0,128,1 MB,0.0267,0.7418,0.7418
EfficientNet-B0,image,1,16.0,256,1 MB,0.0267,0.3709,0.3709
EfficientNet-B0,image,1,16.0,512,1 MB,0.0267,0.1854,0.1854
EfficientNet-B0,image,1,32.0,4,1 MB,0.0134,23.7367,23.7367
EfficientNet-B0,image,1,32.0,8,1 MB,0.0134,11.8683,11.8683
EfficientNet-B0,image,1,32.0,16,1 MB,0.0134,5.9342,5.9342
EfficientNet-B0,image,1,32.0,32,1 MB,0.0134,2.9671,2.9671
EfficientNet-B0,image,1,32.0,64,1 MB,0.0134,1.4835,1.4835
EfficientNet-B0,image,1,32.0,128,1 MB,0.0134,0.7418,0.7418
EfficientNet-B0,image,1,32.0,256,1 MB,0.0134,0.3709,0.3709
EfficientNet-B0,image,1,32.0,512,1 MB,0.0134,0.1854,0.1854
EfficientNet-B0,image,1,64.0,4,1 MB,0.0067,23.7367,23.7367
EfficientNet-B0,image,1,64.0,8,1 MB,0.0067,11.8683,11.8683
EfficientNet-B0,image,1,64.0,16,1 MB,0.0067,5.9342,5.9342
EfficientNet-B0,image,1,64.0,32,1 MB,0.0067,2.9671,2.9671
EfficientNet-B0,image,1,64.0,64,1 MB,0.0067,1.4835,1.4835
EfficientNet-B0,image,1,64.0,128,1 MB,0.0067,0.7418,0.7418
EfficientNet-B0,image,1,64.0,256,1 MB,0.0067,0.3709,0.3709
EfficientNet-B0,image,1,64.0,512,1 MB,0.0067,0.1854,0.1854
EfficientNet-B0,image,1,0.5,4,4 MB,0.8550,23.6662,23.6662
EfficientNet-B0,image,1,0.5,8,4 MB,0.8550,11.8331,11.8331
EfficientNet-B0,image,1,0.5,16,4 MB,0.8550,5.9166,5.9166
EfficientNet-B0,image,1,0.5,32,4 MB,0.8550,2.9583,2.9583
EfficientNet-B0,image,1,0.5,64,4 MB,0.8550,1.4791,1.6928
EfficientNet-B0,image,1,0.5,128,4 MB,0.8550,0.7396,1.2309
EfficientNet-B0,image,1,0.5,256,4 MB,0.8550,0.3698,1.0000
EfficientNet-B0,image,1,0.5,512,4 MB,0.8550,0.1849,0.8856
EfficientNet-B0,image,1,1.0,4,4 MB,0.4275,23.6662,23.6662
EfficientNet-B0,image,1,1.0,8,4 MB,0.4275,11.8331,11.8331
EfficientNet-B0,image,1,1.0,16,4 MB,0.4275,5.9166,5.9166
EfficientNet-B0,image,1,1.0,32,4 MB,0.4275,2.9583,2.9583
EfficientNet-B0,image,1,1.0,64,4 MB,0.4275,1.4791,1.4791
EfficientNet-B0,image,1,1.0,128,4 MB,0.4275,0.7396,0.8464
EfficientNet-B0,image,1,1.0,256,4 MB,0.4275,0.3698,0.6155
EfficientNet-B0,image,1,1.0,512,4 MB,0.4275,0.1849,0.5000
EfficientNet-B0,image,1,2.0,4,4 MB,0.2138,23.6662,23.6662
EfficientNet-B0,image,1,2.0,8,4 MB,0.2138,11.8331,11.8331
EfficientNet-B0,image,1,2.0,16,4 MB,0.2138,5.9166,5.9166
EfficientNet-B0,image,1,2.0,32,4 MB,0.2138,2.9583,2.9583
EfficientNet-B0,image,1,2.0,64,4 MB,0.2138,1.4791,1.4791
EfficientNet-B0,image,1,2.0,128,4 MB,0.2138,0.7396,0.7396
EfficientNet-B0,image,1,2.0,256,4 MB,0.2138,0.3698,0.4232
EfficientNet-B0,image,1,2.0,512,4 MB,0.2138,0.1849,0.3077
EfficientNet-B0,image,1,4.0,4,4 MB,0.1069,23.6662,23.6662
EfficientNet-B0,image,1,4.0,8,4 MB,0.1069,11.8331,11.8331
EfficientNet-B0,image,1,4.0,16,4 MB,0.1069,5.9166,5.9166
EfficientNet-B0,image,1,4.0,32,4 MB,0.1069,2.9583,2.9583
EfficientNet-B0,image,1,4.0,64,4 MB,0.1069,1.4791,1.4791
EfficientNet-B0,image,1,4.0,128,4 MB,0.1069,0.7396,0.7396
EfficientNet-B0,image,1,4.0,256,4 MB,0.1069,0.3698,0.3698
EfficientNet-B0,image,1,4.0,512,4 MB,0.1069,0.1849,0.2116
EfficientNet-B0,image,1,8.0,4,4 MB,0.0534,23.6662,23.6662
EfficientNet-B0,image,1,8.0,8,4 MB,0.0534,11.8331,11.8331
EfficientNet-B0,image,1,8.0,16,4 MB,0.0534,5.9166,5.9166
EfficientNet-B0,image,1,8.0,32,4 MB,0.0534,2.9583,2.9583
EfficientNet-B0,image,1,8.0,64,4 MB,0.0534,1.4791,1.4791
EfficientNet-B0,image,1,8.0,128,4 MB,0.0534,0.7396,0.7396
EfficientNet-B0,image,1,8.0,256,4 MB,0.0534,0.3698,0.3698
EfficientNet-B0,image,1,8.0,512,4 MB,0.0534,0.1849,0.1849
EfficientNet-B0,image,1,16.0,4,4 MB,0.0267,23.6662,23.6662
EfficientNet-B0,image,1,16.0,8,4 MB,0.0267,11.8331,11.8331
EfficientNet-B0,image,1,16.0,16,4 MB,0.0267,5.9166,5.9166
EfficientNet-B0,image,1,16.0,32,4 MB,0.0267,2.9583,2.9583
EfficientNet-B0,image,1,16.0,64,4 MB,0.0267,1.4791,1.4791
EfficientNet-B0,image,1,16.0,128,4 MB,0.0267,0.7396,0.7396
EfficientNet-B0,image,1,16.0,256,4 MB,0.0267,0.3698,0.3698
EfficientNet-B0,image,1,16.0,512,4 MB,0.0267,0.1849,0.1849
EfficientNet-B0,image,1,32.0,4,4 MB,0.0134,23.6662,23.6662
EfficientNet-B0,image,1,32.0,8,4 MB,0.0134,11.8331,11.8331
EfficientNet-B0,image,1,32.0,16,4 MB,0.0134,5.9166,5.9166
EfficientNet-B0,image,1,32.0,32,4 MB,0.0134,2.9583,2.9583
EfficientNet-B0,image,1,32.0,64,4 MB,0.0134,1.4791,1.4791
EfficientNet-B0,image,1,32.0,128,4 MB,0.0134,0.7396,0.7396
EfficientNet-B0,image,1,32.0,256,4 MB,0.0134,0.3698,0.3698
EfficientNet-B0,image,1,32.0,512,4 MB,0.0134,0.1849,0.1849
EfficientNet-B0,image,1,64.0,4,4 MB,0.0067,23.6662,23.6662
EfficientNet-B0,image,1,64.0,8,4 MB,0.0067,11.8331,11.8331
EfficientNet-B0,image,1,64.0,16,4 MB,0.0067,5.9166,5.9166
EfficientNet-B0,image,1,64.0,32,4 MB,0.0067,2.9583,2.9583
EfficientNet-B0,image,1,64.0,64,4 MB,0.0067,1.4791,1.4791
EfficientNet-B0,image,1,64.0,128,4 MB,0.0067,0.7396,0.7396
EfficientNet-B0,image,1,64.0,256,4 MB,0.0067,0.3698,0.3698
EfficientNet-B0,image,1,64.0,512,4 MB,0.0067,0.1849,0.1849
EfficientNet-B0,image,8,0.5,4,256 KB,6.8398,175.2632,175.2632
EfficientNet-B0,image,8,0.5,8,256 KB,6.8398,87.6316,87.6316
EfficientNet-B0,image,8,0.5,16,256 KB,6.8398,43.8158,43.8158
EfficientNet-B0,image,8,0.5,32,256 KB,6.8398,21.9079,21.9079
EfficientNet-B0,image,8,0.5,64,256 KB,6.8398,10.9540,13.2443
EfficientNet-B0,image,8,0.5,128,256 KB,6.8398,5.4770,9.6985
EfficientNet-B0,image,8,0.5,256,256 KB,6.8398,2.7385,7.9358
EfficientNet-B0,image,8,0.5,512,256 KB,6.8398,1.3692,7.0644
EfficientNet-B0,image,8,1.0,4,256 KB,3.4199,175.2632,175.2632
EfficientNet-B0,image,8,1.0,8,256 KB,3.4199,87.6316,87.6316
EfficientNet-B0,image,8,1.0,16,256 KB,3.4199,43.8158,43.8158
EfficientNet-B0,image,8,1.0,32,256 KB,3.4199,21.9079,21.9079
EfficientNet-B0,image,8,1.0,64,256 KB,3.4199,10.9540,10.9540
EfficientNet-B0,image,8,1.0,128,256 KB,3.4199,5.4770,6.6222
EfficientNet-B0,image,8,1.0,256,256 KB,3.4199,2.7385,4.8493
EfficientNet-B0,image,8,1.0,512,256 KB,3.4199,1.3692,3.9679
EfficientNet-B0,image,8,2.0,4,256 KB,1.7099,175.2632,175.2632
EfficientNet-B0,image,8,2.0,8,256 KB,1.7099,87.6316,87.6316
EfficientNet-B0,image,8,2.0,16,256 KB,1.7099,43.8158,43.8158
EfficientNet-B0,image,8,2.0,32,256 KB,1.7099,21.9079,21.9079
EfficientNet-B0,image,8,2.0,64,256 KB,1.7099,10.9540,10.9540
EfficientNet-B0,image,8,2.0,128,256 KB,1.7099,5.4770,5.4770
EfficientNet-B0,image,8,2.0,256,256 KB,1.7099,2.7385,3.3111
EfficientNet-B0,image,8,2.0,512,256 KB,1.7099,1.3692,2.4246
EfficientNet-B0,image,8,4.0,4,256 KB,0.8550,175.2632,175.2632
EfficientNet-B0,image,8,4.0,8,256 KB,0.8550,87.6316,87.6316
EfficientNet-B0,image,8,4.0,16,256 KB,0.8550,43.8158,43.8158
EfficientNet-B0,image,8,4.0,32,256 KB,0.8550,21.9079,21.9079
EfficientNet-B0,image,8,4.0,64,256 KB,0.8550,10.9540,10.9540
EfficientNet-B0,image,8,4.0,128,256 KB,0.8550,5.4770,5.4770
EfficientNet-B0,image,8,4.0,256,256 KB,0.8550,2.7385,2.7385
EfficientNet-B0,image,8,4.0,512,256 KB,0.8550,1.3692,1.6555
EfficientNet-B0,image,8,8.0,4,256 KB,0.4275,175.2632,175.2632
EfficientNet-B0,image,8,8.0,8,256 KB,0.4275,87.6316,87.6316
EfficientNet-B0,image,8,8.0,16,256 KB,0.4275,43.8158,43.8158
EfficientNet-B0,image,8,8.0,32,256 KB,0.4275,21.9079,21.9079
EfficientNet-B0,image,8,8.0,64,256 KB,0.4275,10.9540,10.9540
EfficientNet-B0,image,8,8.0,128,256 KB,0.4275,5.4770,5.4770
EfficientNet-B0,image,8,8.0,256,256 KB,0.4275,2.7385,2.7385
EfficientNet-B0,image,8,8.0,512,256 KB,0.4275,1.3692,1.3692
EfficientNet-B0,image,8,16.0,4,256 KB,0.2137,175.2632,175.2632
EfficientNet-B0,image,8,16.0,8,256 KB,0.2137,87.6316,87.6316
EfficientNet-B0,image,8,16.0,16,256 KB,0.2137,43.8158,43.8158
EfficientNet-B0,image,8,16.0,32,256 KB,0.2137,21.9079,21.9079
EfficientNet-B0,image,8,16.0,64,256 KB,0.2137,10.9540,10.9540
EfficientNet-B0,image,8,16.0,128,256 KB,0.2137,5.4770,5.4770
EfficientNet-B0,image,8,16.0,256,256 KB,0.2137,2.7385,2.7385
EfficientNet-B0,image,8,16.0,512,256 KB,0.2137,1.3692,1.3692
EfficientNet-B0,image,8,32.0,4,256 KB,0.1069,175.2632,175.2632
EfficientNet-B0,image,8,32.0,8,256 KB,0.1069,87.6316,87.6316
EfficientNet-B0,image,8,32.0,16,256 KB,0.1069,43.8158,43.8158
EfficientNet-B0,image,8,32.0,32,256 KB,0.1069,21.9079,21.9079
EfficientNet-B0,image,8,32.0,64,256 KB,0.1069,10.9540,10.9540
EfficientNet-B0,image,8,32.0,128,256 KB,0.1069,5.4770,5.4770
EfficientNet-B0,image,8,32.0,256,256 KB,0.1069,2.7385,2.7385
EfficientNet-B0,image,8,32.0,512,256 KB,0.1069,1.3692,1.3692
EfficientNet-B0,image,8,64.0,4,256 KB,0.0534,175.2632,175.2632
EfficientNet-B0,image,8,64.0,8,256 KB,0.0534,87.6316,87.6316
EfficientNet-B0,image,8,64.0,16,256 KB,0.0534,43.8158,43.8158
EfficientNet-B0,image,8,64.0,32,256 KB,0.0534,21.9079,21.9079
EfficientNet-B0,image,8,64.0,64,256 KB,0.0534,10.9540,10.9540
EfficientNet-B0,image,8,64.0,128,256 KB,0.0534,5.4770,5.4770
EfficientNet-B0,image,8,64.0,256,256 KB,0.0534,2.7385,2.7385
EfficientNet-B0,image,8,64.0,512,256 KB,0.0534,1.3692,1.3692
EfficientNet-B0,image,8,0.5,4,1 MB,6.8398,171.9292,171.9292
EfficientNet-B0,image,8,0.5,8,1 MB,6.8398,85.9646,85.9646
EfficientNet-B0,image,8,0.5,16,1 MB,6.8398,42.9823,42.9823
EfficientNet-B0,image,8,0.5,32,1 MB,6.8398,21.4911,21.4911
EfficientNet-B0,image,8,0.5,64,1 MB,6.8398,10.7456,13.2440
EfficientNet-B0,image,8,0.5,128,1 MB,6.8398,5.3728,9.6984
EfficientNet-B0,image,8,0.5,256,1 MB,6.8398,2.6864,7.9358
EfficientNet-B0,image,8,0.5,512,1 MB,6.8398,1.3432,7.0644
EfficientNet-B0,image,8,1.0,4,1 MB,3.4199,171.9292,171.9292
EfficientNet-B0,image,8,1.0,8,1 MB,3.4199,85.9646,85.9646
EfficientNet-B0,image,8,1.0,16,1 MB,3.4199,42.9823,42.9823
EfficientNet-B0,image,8,1.0,32,1 MB,3.4199,21.4911,21.4911
EfficientNet-B0,image,8,1.0,64,1 MB,3.4199,10.7456,10.7456
EfficientNet-B0,image,8,1.0,128,1 MB,3.4199,5.3728,6.6220
EfficientNet-B0,image,8,1.0,256,1 MB,3.4199,2.6864,4.8492
EfficientNet-B0,image,8,1.0,512,1 MB,3.4199,1.3432,3.9679
EfficientNet-B0,image,8,2.0,4,1 MB,1.7099,171.9292,171.9292
EfficientNet-B0,image,8,2.0,8,1 MB,1.7099,85.9646,85.9646
EfficientNet-B0,image,8,2.0,16,1 MB,1.7099,42.9823,42.9823
EfficientNet-B0,image,8,2.0,32,1 MB,1.7099,21.4911,21.4911
EfficientNet-B0,image,8,2.0,64,1 MB,1.7099,10.7456,10.7456
EfficientNet-B0,image,8,2.0,128,1 MB,1.7099,5.3728,5.3728
EfficientNet-B0,image,8,2.0,256,1 MB,1.7099,2.6864,3.3110
EfficientNet-B0,image,8,2.0,512,1 MB,1.7099,1.3432,2.4246
EfficientNet-B0,image,8,4.0,4,1 MB,0.8550,171.9292,171.9292
EfficientNet-B0,image,8,4.0,8,1 MB,0.8550,85.9646,85.9646
EfficientNet-B0,image,8,4.0,16,1 MB,0.8550,42.9823,42.9823
EfficientNet-B0,image,8,4.0,32,1 MB,0.8550,21.4911,21.4911
EfficientNet-B0,image,8,4.0,64,1 MB,0.8550,10.7456,10.7456
EfficientNet-B0,image,8,4.0,128,1 MB,0.8550,5.3728,5.3728
EfficientNet-B0,image,8,4.0,256,1 MB,0.8550,2.6864,2.6864
EfficientNet-B0,image,8,4.0,512,1 MB,0.8550,1.3432,1.6555
EfficientNet-B0,image,8,8.0,4,1 MB,0.4275,171.9292,171.9292
EfficientNet-B0,image,8,8.0,8,1 MB,0.4275,85.9646,85.9646
EfficientNet-B0,image,8,8.0,16,1 MB,0.4275,42.9823,42.9823
EfficientNet-B0,image,8,8.0,32,1 MB,0.4275,21.4911,21.4911
EfficientNet-B0,image,8,8.0,64,1 MB,0.4275,10.7456,10.7456
EfficientNet-B0,image,8,8.0,128,1 MB,0.4275,5.3728,5.3728
EfficientNet-B0,image,8,8.0,256,1 MB,0.4275,2.6864,2.6864
EfficientNet-B0,image,8,8.0,512,1 MB,0.4275,1.3432,1.3432
EfficientNet-B0,image,8,16.0,4,1 MB,0.2137,171.9292,171.9292
EfficientNet-B0,image,8,16.0,8,1 MB,0.2137,85.9646,85.9646
EfficientNet-B0,image,8,16.0,16,1 MB,0.2137,42.9823,42.9823
EfficientNet-B0,image,8,16.0,32,1 MB,0.2137,21.4911,21.4911
EfficientNet-B0,image,8,16.0,64,1 MB,0.2137,10.7456,10.7456
EfficientNet-B0,image,8,16.0,128,1 MB,0.2137,5.3728,5.3728
EfficientNet-B0,image,8,16.0,256,1 MB,0.2137,2.6864,2.6864
EfficientNet-B0,image,8,16.0,512,1 MB,0.2137,1.3432,1.3432
EfficientNet-B0,image,8,32.0,4,1 MB,0.1069,171.9292,171.9292
EfficientNet-B0,image,8,32.0,8,1 MB,0.1069,85.9646,85.9646
EfficientNet-B0,image,8,32.0,16,1 MB,0.1069,42.9823,42.9823
EfficientNet-B0,image,8,32.0,32,1 MB,0.1069,21.4911,21.4911
EfficientNet-B0,image,8,32.0,64,1 MB,0.1069,10.7456,10.7456
EfficientNet-B0,image,8,32.0,128,1 MB,0.1069,5.3728,5.3728
EfficientNet-B0,image,8,32.0,256,1 MB,0.1069,2.6864,2.6864
EfficientNet-B0,image,8,32.0,512,1 MB,0.1069,1.3432,1.3432
EfficientNet-B0,image,8,64.0,4,1 MB,0.0534,171.9292,171.9292
EfficientNet-B0,image,8,64.0,8,1 MB,0.0534,85.9646,85.9646
EfficientNet-B0,image,8,64.0,16,1 MB,0.0534,42.9823,42.9823
EfficientNet-B0,image,8,64.0,32,1 MB,0.0534,21.4911,21.4911
EfficientNet-B0,image,8,64.0,64,1 MB,0.0534,10.7456,10.7456
EfficientNet-B0,image,8,64.0,128,1 MB,0.0534,5.3728,5.3728
EfficientNet-B0,image,8,64.0,256,1 MB,0.0534,2.6864,2.6864
EfficientNet-B0,image,8,64.0,512,1 MB,0.0534,1.3432,1.3432
EfficientNet-B0,image,8,0.5,4,4 MB,6.8398,171.1121,171.1121
EfficientNet-B0,image,8,0.5,8,4 MB,6.8398,85.5561,85.5561
EfficientNet-B0,image,8,0.5,16,4 MB,6.8398,42.7780,42.7780
EfficientNet-B0,image,8,0.5,32,4 MB,6.8398,21.3890,21.3890
EfficientNet-B0,image,8,0.5,64,4 MB,6.8398,10.6945,13.2437
EfficientNet-B0,image,8,0.5,128,4 MB,6.8398,5.3473,9.6984
EfficientNet-B0,image,8,0.5,256,4 MB,6.8398,2.6736,7.9358
EfficientNet-B0,image,8,0.5,512,4 MB,6.8398,1.3368,7.0644
EfficientNet-B0,image,8,1.0,4,4 MB,3.4199,171.1121,171.1121
EfficientNet-B0,image,8,1.0,8,4 MB,3.4199,85.5561,85.5561
EfficientNet-B0,image,8,1.0,16,4 MB,3.4199,42.7780,42.7780
EfficientNet-B0,image,8,1.0,32,4 MB,3.4199,21.3890,21.3890
EfficientNet-B0,image,8,1.0,64,4 MB,3.4199,10.6945,10.6945
EfficientNet-B0,image,8,1.0,128,4 MB,3.4199,5.3473,6.6219
EfficientNet-B0,image,8,1.0,256,4 MB,3.4199,2.6736,4.8492
EfficientNet-B0,image,8,1.0,512,4 MB,3.4199,1.3368,3.9679
EfficientNet-B0,image,8,2.0,4,4 MB,1.7099,171.1121,171.1121
EfficientNet-B0,image,8,2.0,8,4 MB,1.7099,85.5561,85.5561
EfficientNet-B0,image,8,2.0,16,4 MB,1.7099,42.7780,42.7780
EfficientNet-B0,image,8,2.0,32,4 MB,1.7099,21.3890,21.3890
EfficientNet-B0,image,8,2.0,64,4 MB,1.7099,10.6945,10.6945
EfficientNet-B0,image,8,2.0,128,4 MB,1.7099,5.3473,5.3473
EfficientNet-B0,image,8,2.0,256,4 MB,1.7099,2.6736,3.3109
EfficientNet-B0,image,8,2.0,512,4 MB,1.7099,1.3368,2.4246
EfficientNet-B0,image,8,4.0,4,4 MB,0.8550,171.1121,171.1121
EfficientNet-B0,image,8,4.0,8,4 MB,0.8550,85.5561,85.5561
EfficientNet-B0,image,8,4.0,16,4 MB,0.8550,42.7780,42.7780
EfficientNet-B0,image,8,4.0,32,4 MB,0.8550,21.3890,21.3890
EfficientNet-B0,image,8,4.0,64,4 MB,0.8550,10.6945,10.6945
EfficientNet-B0,image,8,4.0,128,4 MB,0.8550,5.3473,5.3473
EfficientNet-B0,image,8,4.0,256,4 MB,0.8550,2.6736,2.6736
EfficientNet-B0,image,8,4.0,512,4 MB,0.8550,1.3368,1.6555
EfficientNet-B0,image,8,8.0,4,4 MB,0.4275,171.1121,171.1121
EfficientNet-B0,image,8,8.0,8,4 MB,0.4275,85.5561,85.5561
EfficientNet-B0,image,8,8.0,16,4 MB,0.4275,42.7780,42.7780
EfficientNet-B0,image,8,8.0,32,4 MB,0.4275,21.3890,21.3890
EfficientNet-B0,image,8,8.0,64,4 MB,0.4275,10.6945,10.6945
EfficientNet-B0,image,8,8.0,128,4 MB,0.4275,5.3473,5.3473
EfficientNet-B0,image,8,8.0,256,4 MB,0.4275,2.6736,2.6736
EfficientNet-B0,image,8,8.0,512,4 MB,0.4275,1.3368,1.3368
EfficientNet-B0,image,8,16.0,4,4 MB,0.2137,171.1121,171.1121
EfficientNet-B0,image,8,16.0,8,4 MB,0.2137,85.5561,85.5561
EfficientNet-B0,image,8,16.0,16,4 MB,0.2137,42.7780,42.7780
EfficientNet-B0,image,8,16.0,32,4 MB,0.2137,21.3890,21.3890
EfficientNet-B0,image,8,16.0,64,4 MB,0.2137,10.6945,10.6945
EfficientNet-B0,image,8,16.0,128,4 MB,0.2137,5.3473,5.3473
EfficientNet-B0,image,8,16.0,256,4 MB,0.2137,2.6736,2.6736
EfficientNet-B0,image,8,16.0,512,4 MB,0.2137,1.3368,1.3368
EfficientNet-B0,image,8,32.0,4,4 MB,0.1069,171.1121,171.1121
EfficientNet-B0,image,8,32.0,8,4 MB,0.1069,85.5561,85.5561
EfficientNet-B0,image,8,32.0,16,4 MB,0.1069,42.7780,42.7780
EfficientNet-B0,image,8,32.0,32,4 MB,0.1069,21.3890,21.3890
EfficientNet-B0,image,8,32.0,64,4 MB,0.1069,10.6945,10.6945
EfficientNet-B0,image,8,32.0,128,4 MB,0.1069,5.3473,5.3473
EfficientNet-B0,image,8,32.0,256,4 MB,0.1069,2.6736,2.6736
EfficientNet-B0,image,8,32.0,512,4 MB,0.1069,1.3368,1.3368
EfficientNet-B0,image,8,64.0,4,4 MB,0.0534,171.1121,171.1121
EfficientNet-B0,image,8,64.0,8,4 MB,0.0534,85.5561,85.5561
EfficientNet-B0,image,8,64.0,16,4 MB,0.0534,42.7780,42.7780
EfficientNet-B0,image,8,64.0,32,4 MB,0.0534,21.3890,21.3890
EfficientNet-B0,image,8,64.0,64,4 MB,0.0534,10.6945,10.6945
EfficientNet-B0,image,8,64.0,128,4 MB,0.0534,5.3473,5.3473
EfficientNet-B0,image,8,64.0,256,4 MB,0.0534,2.6736,2.6736
EfficientNet-B0,image,8,64.0,512,4 MB,0.0534,1.3368,1.3368
EfficientNet-B1,image,1,0.5,4,256 KB,1.2550,33.3577,33.3577
EfficientNet-B1,image,1,0.5,8,256 KB,1.2550,16.6788,16.6788
EfficientNet-B1,image,1,0.5,16,256 KB,1.2550,8.3394,8.3394
EfficientNet-B1,image,1,0.5,32,256 KB,1.2550,4.1697,4.1697
EfficientNet-B1,image,1,0.5,64,256 KB,1.2550,2.0849,2.4025
EfficientNet-B1,image,1,0.5,128,256 KB,1.2550,1.0424,1.7696
EfficientNet-B1,image,1,0.5,256,256 KB,1.2550,0.5212,1.4532
EfficientNet-B1,image,1,0.5,512,256 KB,1.2550,0.2606,1.2964
EfficientNet-B1,image,1,1.0,4,256 KB,0.6275,33.3577,33.3577
EfficientNet-B1,image,1,1.0,8,256 KB,0.6275,16.6788,16.6788
EfficientNet-B1,image,1,1.0,16,256 KB,0.6275,8.3394,8.3394
EfficientNet-B1,image,1,1.0,32,256 KB,0.6275,4.1697,4.1697
EfficientNet-B1,image,1,1.0,64,256 KB,0.6275,2.0849,2.0849
EfficientNet-B1,image,1,1.0,128,256 KB,0.6275,1.0424,1.2012
EfficientNet-B1,image,1,1.0,256,256 KB,0.6275,0.5212,0.8848
EfficientNet-B1,image,1,1.0,512,256 KB,0.6275,0.2606,0.7266
EfficientNet-B1,image,1,2.0,4,256 KB,0.3137,33.3577,33.3577
EfficientNet-B1,image,1,2.0,8,256 KB,0.3137,16.6788,16.6788
EfficientNet-B1,image,1,2.0,16,256 KB,0.3137,8.3394,8.3394
EfficientNet-B1,image,1,2.0,32,256 KB,0.3137,4.1697,4.1697
EfficientNet-B1,image,1,2.0,64,256 KB,0.3137,2.0849,2.0849
EfficientNet-B1,image,1,2.0,128,256 KB,0.3137,1.0424,1.0424
EfficientNet-B1,image,1,2.0,256,256 KB,0.3137,0.5212,0.6006
EfficientNet-B1,image,1,2.0,512,256 KB,0.3137,0.2606,0.4424
EfficientNet-B1,image,1,4.0,4,256 KB,0.1569,33.3577,33.3577
EfficientNet-B1,image,1,4.0,8,256 KB,0.1569,16.6788,16.6788
EfficientNet-B1,image,1,4.0,16,256 KB,0.1569,8.3394,8.3394
EfficientNet-B1,image,1,4.0,32,256 KB,0.1569,4.1697,4.1697
EfficientNet-B1,image,1,4.0,64,256 KB,0.1569,2.0849,2.0849
EfficientNet-B1,image,1,4.0,128,256 KB,0.1569,1.0424,1.0424
EfficientNet-B1,image,1,4.0,256,256 KB,0.1569,0.5212,0.5212
EfficientNet-B1,image,1,4.0,512,256 KB,0.1569,0.2606,0.3003
EfficientNet-B1,image,1,8.0,4,256 KB,0.0784,33.3577,33.3577
EfficientNet-B1,image,1,8.0,8,256 KB,0.0784,16.6788,16.6788
EfficientNet-B1,image,1,8.0,16,256 KB,0.0784,8.3394,8.3394
EfficientNet-B1,image,1,8.0,32,256 KB,0.0784,4.1697,4.1697
EfficientNet-B1,image,1,8.0,64,256 KB,0.0784,2.0849,2.0849
